review,date
teşekkür ederim amacım kendime notlar almaktı fakat ana konuda sorular cevapsız cevaplar havada kalınca bir manada paylaşım sayfasına döndürmeye çalıştım umarım başkalarına faydası olan bir konu olur,01.10.2023
hocam bilemiyorum yardımınız teşekkür ederim galiba yatırım amaçlı alırım alırsam zaten alırsam buraya fotoğraf eklerim,30.09.2023
uzun uzun yazdım sildim bezen konuşuyormuşuz saatlerdir sohbet ediyormuşçasına burada uzatıyorum uzun lafın kısasıkafanızın karışmasını anlıyorum karar vermek zor seçenekler içerisinde size göre iyisi hangisi onu değerlendirmekte fayda var,30.09.2023
hayırlı olsun güle güle kullanmanızı diliyorum fakat araç içinize tam sinmemiş gibiydi bana öyle geldi ben olsaydım içime sinmediği almazdım bunun yanında artık alınmış iyisiyle kötüsüyle evin önünde size hizmet edecek nice nice iyi günlerde kullanmanızı dilerim tavan hususuna bugün müsait zaman bende bakar buraya durumu yazarım sizin video atarımuzatmak olmasın ben aracı kullanırken gözüm bir boy araçlara kayıyor fakat aracı seçme sebebimi hatırlayıp yoluma devam ediyorum i̇yisiyle kötüsüyle model kia ceed bize yıl hizmet etti onun eksikleri vardı mutlaka bunun olacak mutlakafırsat buldukça sizde görüşlerinizi eklerseniz kendi görüşlerimin içerisine onları eklerimtekrar hayırlı olsun görüşmek üzere iyi akşamlar,30.09.2023
teşekkürler öyleydi eski aracım arıza vermeye başlamıştı artık araç bütçe kredi olarak uygun olunca alayım dedim tavan konusunda bir hata yol ilginç geldi bilemedim bakarsanız ona göre değerlendiririm artık tavan konusunu,30.09.2023
bir sebeple bazen lüks olan şeyler ihtiyaç haline dönüşebiliyor sıfır zaman sıfırdır diyorlar bana kalsa sıfır elciyim hanımı ikna edemedim sizin mesajın hemen arkasından bende araç başına gittim videodan tam olarak nerelere dokunduğunuzu anlayamadım tespitlerimi sadece şoför tarafından yaptım bun solu nasılsa sağı öyledir diyerekbu orta direk hizasından başlayan kısımda başlayan kabarık kısma bastırınca sizdeki bir içe çökme var kabarık kısımlar ortasında esneme önceki aracımdan tecrübeyle esneme normal geldi diğer kısımsa aracın tavanına göre biraz kabarık olduğundan dolayı çökme yapıyor olabilir açıkçası tip şeylere dikkat etmiyorum ben mokkadaşım araç sorunsuz olsun sorun olduğunda çözümü olsun amacına hizmet etsin ana kadar işi gayet iyi yapıyorarka tasarım dik tasarlanıp arka kapılar biraz büyük olsaydı dik arka tasarımdan dolayı bagaj biraz büyürdü aracın iyi görüneceğini arka koltukta oturanlar biraz rahat inişbiniş geniş bir alan olacağını düşünsem tasarım noktasında yapabileceğim bir yoktekrar hayırlı olsun allah iyi günlerde kazasız belasız temiz temiz kullanmayı nasip etsin size iyi geceler,30.09.2023
hocam antenin tam hizası on santim önü benim dediğim yer ben tavandaki bir lekeye elimle bastırıp silerken tesadüf eseri gark ettim dediğim sıkıntılı bir durum gelmedi ben antep şubesinden elegance paketi liraya aldım,30.09.2023
bende soldan ortaları bagaj kapağına kadar olan kısımda yoklama yaptım orta kısımdaki esneme normal kabarık kısımlardaki çöküp geri gelmede sanırım sacın oralarda nispeten yüksek olmasından kaynaklanıyor olabiliraraç fiyatına gelince sıfır araç konusunda rakamlar yazanlar var merak ettim gerçek alış rakamını büyük rakamlar düşük rakamlarda araç yok piyasadaaklıma gelmişken arabaya paspas illa alacaksınız piyasada adını sıkça gördüğünüz ürünlerden almayın tavsiye etmem zaten paspaslar üzerindeki desenlere bakarsanız neredeyse hepsinin aynı kalıptan çıktığını görebilirsiniz zamanında seintex almıştım ceede memnun kalmıştım firmayla yazıştım yakın zamanda getirmeyi düşünmedikleri cevabını vermişlerdi seintex satılıyor olsa gözünüz kapalı alın derdim bunun yerine yine konudaki paspasa bir göz gezdirmenizi tavsiye ederimi̇ç trimlere yine konuda paylaştığım sonax ürünleri tavsiye ederim ucuzları elde yapışkanlık hissi bırakıyor ben son siparişimde mat olanı aldım parlak olan özellikle ayakkabı dokunan bölgelerdeki lekeleri temizliyor mat olan nedense leke bırakıyor mat olanı parlama yapmasın üst torpidoda kullanılabilir parlak olan ön camdan görüşü olumsuz etkileyecek kadar parlamaya olmamıştı tane mat sipariş etmiştim iki tanesini dağıttım kalanı bittiğinde yeniden parlak sipariş edeceğimaracınız tekrar tekrar hayırlı olsun güle güle kullanın bundan sonrasında ister buraya yazarsınız ister konuya yazarsınız bilirsiniz umarım bilgi paylaşımı yapmaya devam ederiz görüşmek üzere,30.09.2023
hocam selam arabayı yıkıyorsunuz,30.09.2023
teşekkürler hocam hafta oldu ultimate paket genel kanı eldiven yada süngerle yıkama emin olamadım benim evin yakınında aytemiz genel müdürlüğü var oradaki sistemler güzel aklımda şöyle bir yıkama planı var sizce olur basınçlı su geçmek köpük eldiven üstünden geçmek basınçlı su köpüğü akıtmak bundan önce civic vardı onda ilk adımı yapmazdım eldiven yerine fırça sürerdim i̇lk sıfır araç olunca insan kıyamıyor fırçaya tabi bide onda ffp seramik kaplama yoktu,30.09.2023
merhabalar bugun araci teslim aldim aklima takilan soru on arka park sensoru elegance nasil calisip calismadigini anliyoruz hic bir ses duymadim sensor anlaminda arka kamera calisiyor on tarafta oten ekran grafikle gosteren bir sey yok aktif etmek icin bir sye mi yapmak gerekiyor yoksa yeterince park edemedigim icin mi olmadi,30.09.2023
hayırlı uğurlu olsun güle güle kullanmanız mokkalarda önde sensör yok sadece arkada park sensörü var geri yaklaşırken sesle standart uyarı sistemi uyarıyor ön sensör çalışır kapatılır bunlar hakkında bilgim yoksize kullanım kılavuzundan aldığım ekran resimlerini gönderiyorum anlatmak zor olurdu sizn görmeniz iyi olur düşünüyorum resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın,30.09.2023
sayfada sol üstte küçük mokka resminin altında get manual tıklarsanız bilgisayara indirme başlar,30.09.2023
teşekkür ederim hocam,30.09.2023
sizin yazdığınızı yeni gördüm biraz geciken cevabım üzgünnümi̇stasyonlardaki köpük köpük görünen köpükümsü bir temizleme görevi neredeyse yok eldivenle yapmak yorucu olur hocam ben genç adamım severim böyle şeyleri diyorsanız keyif alacaksanız uğraşın arabayla uğraşmak iyidir size iyi gelirplanınızda sadece eklemeyi yapmak isterim köpüğü sıktıktan sonra hemen basınçlı suyu kullanmayın köpüğün akmasına azından kirleri yapıyor bilmiyorum yumuşatmasına izin verin ondan sonra suyla basamak durulama yaparsınızbende sene aradan sonra aldım sıfır aracı zaman aldığımda dışıyla pek ilgilenmedim şimdikinde bakımları aksatmadan ufak seste tamir değil değiştirme yoluna giden içini daim temiz tutmaya özen gösteren bir anlayışım var arabanın içi temiz olmalı küçük ailemle birlikte yolculuğu içeride yapıyoruz dış görünüm konusu zevke bakıyor keyif alıyorsanız benim dediklerime bakmayın özene özene yıkayın temizleyin kurulayın nasılsa bir gün sıkılacaksınız güneşe karşı korumaya çalışmanızı tavsiye ederim plastik bakımlarında paylaştığım ürünleri uzun zamandır kullanıyorum bunlar harici kullanmamanızı tavsiye ederim ben ceedde maceralar aradım torpidodaki lekeden sebep yine iyisi sonaxın konuda var ürünleriydiçok uzattım kısa keseyim tekrar tekrar hayırlı uğurlu olsun allah iyi güzel günlerde kullanmayı nasip etsin görüşmek üzere,30.09.2023
parça siparişi verdiler kamera komple garantiden değişecek hocam,23.09.2023
elimden geldiğince yanıtlamaya çalışayım mokkadan önce astra h aracım vardı mokkayı sıfır aldım araçtan genel olarak memnunum fren konusunda başarılı buluyorum bir araç kullandım fren konusunda gayet başarılı tavanda boya atma problemi yaşamadım aracı kasımda aldım i̇kinci bakıma bir iki ay sonra gireceğim ikinci bakımda bujilerdr değişiyormuş servisten öyle bir bilgi geldi standar bakımda yukarıda saydıklarınız değişti sadece şuan binde araç genelde kocaeli antalya kocaeli mersin arası yaz ayları gittim eko modda kullandım yakıt olarak hesaplamadım kadar farkediyor yakıt tüketimi binden sonra farketti yakmaya başladı şanzımanıb durmaya yakın kendini atması bir problem hissetmedim sadece bazen geçince hissediyor oluyorum araçtan memnumiyetsizliğim kameranın kayması olmadı bir ikincisi saat ileri gitmeye başladı aracı aldıktan ay sonra falan serviste güncelleme vs herşey yapıldı son telepati denen değişti ekranın arkasında bir yer fakat yine çözüm olmadı geçen gün başka bir mokkada geri kaldığını gördüm belkide kronik bir sorun bilmiyorum ben araçtan genel olarak memnunum sadece bagajı küçük bana kalırsa umarım bütün soruları atlamadan cevaplamışımdır,23.09.2023
merhaba size model olanların dosyasından ekran resmi atıyorum ben bir fark göremedim gözümden kaçmış olabilir birde mokka resime gitmek tıklayın mokka resime gitmek tıklayın,23.09.2023
teşekkür ller hocam hocam yukarıdaki karşılaştırma yorumunuz evet benim kişisel olarak koyduğum sınırı geçiyor kendimi zorlamak yerine ikinci eli arasında kaldım donanım olarak bir farkı görünmüyor bin bir miktar değil sağ olun i̇yi pazarlar,23.09.2023
bende teşekkür ederim alırsanız şimdiden hayırlı olsun iyi günlerde kullanmanız dileğiyle hoşça kalın,23.09.2023
benim aracım gs m ye yaklaştı şuana kadar bagaj hacmi dışında bir şikayetim yok merak ettiğim bir üst paket olan ulimate kullananların arabanın teknolojik durumu hakkındaki deneyimleri değerlendirmeleri aklım ultimate kadı desem yanlış olmaz deneyimlerinizi paylaşırsanız memnun olurum,23.09.2023
estafurullah zahmeti servise sormadım bilgim yok hocam,23.09.2023
ben sakarya servisinde bir ustayla ayak üstü konuştum hocam takma kafana bin git öyle sık sık olan bir durum değil triger dedi kısacası fakat servis fiyatlarını sormadımsanırım aralık ayında bakım yaptıracağım ben boyumun ölçüsünü aldığım zaman yine paylaşırım,23.09.2023
ek olarak yaşadığım sokaktan size fotoğraf göndereceğim google street üzerinden aldım yılında çekilen fotoğrafta ceed üzerinde gördüğünüz kumaşı güneşli günlerde mokkaya örtüyorum arabanın kaportasının tek koruması içi gölgede kalsın yeter haziran resime gitmek tıklayın arabanın üzerindeki örtü tam anlaşılmıyor kalın pamuklu bir kumaş yakında görüntü aldım resime gitmek tıklayın mayıs resime gitmek tıklayın,30.09.2023
mokkanın ana konusundan detaylı bir inceleme olmuş ana başlıktaki yönlendirmeniz içinde teşekkürler titreme seslerini engellemek bahsettiğiniz ürünleri deneyeceğim,09.09.2023
rica ederim ben kendimce tecrübelerimi paylaşmaya çalışıyorum aslına bakarsanız uzuuun bir aradan sonra benzinli araç kullanıyorum yakıt tüketimini takip etmek konuyu açtımkonuda yazdığım imkanınız varsa eva alın kauçuk sünger kullanımının zor olacağını beklenen etkiyi göstermeyeceğini düşünüyorum hatırlarsam yalıtımla ilgili farklı fotoğraflar çekip sizi haberdar ederim i̇yi geceler,09.09.2023
bende kapıdaki basınçlara bakarak psi hava basmıştım ancak ay önce lastikçiye gittiğimde basınç düşük psi basmalısın dedi doğrusu biraz kafam karıştı yaz aylarında biraz düşük basınç öneriliyor biliyorum nedenle sizede sormak istedim,16.09.2023
dün kapıdaki basınç etiketinin fotoğrafını çekmiştim etikette bar kitapçıktaki karşılığı psi değeri var kitapçıkta yaz kış bir ayırım yok tabii fabrikanın önerdiği pratikte hava sıcaklığından dolayı lastik basıncı yol yaptıkça yükseliyor ben son havalar soğukken kontrol etmiştim sebeple parmakla kontrolde sert geldi ustanın söylediğini yorumlarsam bana göre yüksek değer araç yüklü değilsesiz kendinizce rahat ettiğiniz değeri yakalayın ona göre ayarlayın bir akaryakıt istasyonunda psi bar imiş karşılığı ayarlayın konfor noktasında hoşunuza gittiyse öyle kullanın biliyorsunuzdur fakat yine belirteyim ayarlamayı mümkün mertebe akşam güneş batımından sonra araçla fazla yol yapmadan lastikleri fazla ısıtmadan yapsanız istediğiniz basınca göre hava ayarlaması yaparsınız,16.09.2023
eko modu tavsiye etmem modda kullanıyorsanız gaz pedalında boşluk oluyor araç ölüyor bana göre araç ilk çalıştırmada zaten normal başlıyor bırakın öyle kalsınbir motor alışsın diyerek ben şehir dışına gittim sakaryabozüyüksakarya şeyi şanzımana bıraktım arada tırmanışlarda vitesi kendim düşürdüm yüksek devirli kullandım uzun yola gitmeyi bir deneyin ayrıca ponun benzini iyi geldi bana bunu bir deneyindevirsiz kullanımda motora zarar verir ilerleyen dönemde kalkışlarda dip gaz yapmaya gerek kalmadan akışa göre ayarlama yaparsanız sorun olacağını düşünmüyorum bende uzun yıllar düzel kullandıktan sonra benzine geçince korkmadım değil fakat benim kullanıcı büyük fark olmadıhızlı derken trafiğin akışı neyse ona uymaya çalışın derim zaten motoru titretmeden gidilen olarak gördüm aşağısı titretiyor anlık tüketimine bakmadığım devir altında yakıyor bilemiyorum sizi yanlış yönlendirmek istemiyorum,16.09.2023
yağmurlu havalarda camlar buğulanıyor diyerek havalarda camları açabilmek rüzgârlıklar temmuz iki ön cam rüzgârlığı benim aynanın kapı bağlantısı üzerine fazla bindirmemden sebep bölgedeki yapışkanların yüzeye tutunamamasından dolayı ön kısımlardan ayrıldı eski silikon bantları söktüm aldığım mm genişliğinde silikon bantlarla yapıştırdım umarım uzun süre dayanır resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın,16.09.2023
,23.09.2023
içi plastik temizliği bakımında tavsiye ederim ceed mat olanı kullanmıştım hassas olan ön göğüste izleri kapatmada başarılı gelmişti fakat son siparişimde mat sipariş ettiğim halde kendi sitesinden bana parlak olanı geldi parlak olan üründe rahatsız edici bir durum yaşamadım hatta mat olana göre plastik kısımları kuru bezle silmek süpürgeyle çekmek bir kolaylığı var geldişimdi mat olandan sipariş ettim mesaj altından parlak olanla mat olan arasındaki fark konusunda düşüncelerimi paylaşırım,23.09.2023
arkadaşlar merhaba elegance modeli var bende geri görüş kamerası plakayı tamamen göstermeye başladı servise gittiğimde merceğinde kayma olduğunu söyledi garantiden değiştiriyorlarmış sorunu yaşayan oldumu önceden,23.09.2023
araç henüz aylık bir sorun yok ancak garantiden değişiyorsa kendinize dert etmeyin bence,23.09.2023
teşekkürler hocam sağolasın,23.09.2023
