review,date
bugün biraz uzun soluklu kullanabildim aracı sola çekme sorunum zaten hallolmuştu direksiyonun sola dönük durma sorunu halloldu hatta düşük hızlarda hafiften sağa dönük an son ayarı ben yaptırdım hızlanınca direksiyon dümdüz duruyor titreme sorunu geçti yüksek hızlarda yine istediğim pürüzsüzlük yok bozuk yollarda direksiyonu bırakınca direksiyonun sağa sola kıvrılma eğilimi devam ediyor ancak aracın gidiş yönü değişmiyor aracı artık tek elle rahat kullanabiliyorum sürüş keyfi artmış durumda i̇şlemleri tekrar yazıyorum sırasıyla rot direksiyon açısı ayarı rot balans balans dışındaki kalemler garantiden karşılandı güncelleme beraber toplamda günüme maloldu tekinde ikame araç alabildim araç yaklaşık haftadır ilanda ilk gün dışında talep olmadı ucuz sayılabilecek fiyatta satmayı eskisi kadar düşünmüyorum sebeple fiyat kırmayacağım,05.10.2023
benim aracım aynı sıcaklık artışı bende mevcut dereceleri gördüğüm oldu hatta kaputu açtığınızda bakış yönünüze doğru sol taraftaki antifriz kaynıyordu kadar normal bir durum bilmiyorum soldaki antifriz yüksek sıcaklık sistemi soğutma sıvısı sağdaki motor soğutma sıvısı geçiyor resime gitmek tıklayın vag grubunda evet sabitliyordu hareket etmiyordu gözüme batmasın takip etmiyorum ısındığında mutlaka kendisinin haber vereceği bir teknoloji koymuşlardır düşünüyorum,30.09.2023
aracım henüz kmde yaşadığınız sorunları görünce üzülüyorum diğer taraftan bende bunlara bayağı takan birisiyim yaşarsam araçtan soğurum düşüncesindeyim yükseltmeden satsam düşünmüyor değilim,30.09.2023
bana usta durumun normal olduğunu söyledi takilmamak lazım dediğiniz demek,30.09.2023
ben km dizel km phev modelini kullandım bir sorun yaşamadım yeni araçta elbette hatalar sorunlar ortaya çıkabilir çıkan sorunların cok basit aksamlarla alakalı olmasına rağmen çözüme ulasamamasina ben cok şaşırıyorum,30.09.2023
satarsanız ortamda zararınız olur hocam ben aldığım rahat davranıyorum bakmayın bana olur sorun görürseniz azından elinizde bilgiler olacak birbirimize yaza yaza öğrendik çoğu şeyibu direksiyon problemleri düşündüğümüz basit çözümlü değil opelde sorun yaşan oldu mesela son dönemlerde hatta bir arkadaşım dava açtı crossland aracının sağ çekme problemini çözemiyor servis umarım benim problemlerim tamamen çözülmüştür tekrarlanmaz zira tam günümü harcadım işler içinforumdaki arkadaşlar el kaygısı yaşadığı araçlarındaki problemleri ifade etmiyorlar i̇nanın diğer markalarda sorunlar var premiumlar dahil detay arttıkça risk artıyor herhalde motor şanzıman sorunu olmasın bi şekilde çözülür elbet diğer sorunlar,30.09.2023
i̇şin şakası bir yana elbette e yakın zararımın olacağını düşünüyorum araçtan memnunum yol tutuşu güven veriyor konforu bence jant olmasına rağmen üst seviyedesürüş pozisyonunda tek takıldığım konu iç dikiz aynası araç içindeyken dışarıda yukarıya doğru bakmak istediğim zaman eğilmem gerekiyor garip geldi sadece iç dış tasarıma söz etmeye bile gerek yok alüminyum tavan barları olsaydı biraz saha güzel gözükebilirdi ekstra almak gerekiyor,30.09.2023
sorununuz rot kolları değişimi çözüldü değil mi,30.09.2023
sırasıyla rot direksiyon açısı ayarı rot balans yapıldı hocam parça değişimi yok,30.09.2023
selamlar aracınızdakş titreme sorunu geçti mi merak ettim test ettiniz mi beni aracaım hala parça bekliyor rot başı rotlar değişecek yurtdışı sipariş dendi hafta dendi hafta geçti bakalım hafat gelir herhalde tak çıkar sok ayar filan bence benim gün bar kadar beklemeye bakalım degecek mi allahtan ikame araç verdiler renegade ona biniyorum,01.10.2023
sizin aracınız diğer aracı farklı ustalar bakmıştır artık bence bıkkınlık olmuş insanlardan gelen şikayetleri dinle ustalar iplemiyor bana benlm aracım mi diyerek ugraşmak istemiyor onların yağ değiş bakım yap arıza ışığı kırmıız renk değilse sarı filansa reset güncelle git yazık alfa tonale renegade bildiğiniz egea cross aynı paltform araçlar,01.10.2023
fazla kullanamadım hocam geçti balans kaynaklı düşünüyorum umarım öyledir renegade kötü araç bana vermişlerdi ikame,01.10.2023
bende sorun diğerr arkadaşın bahsettiği lerdem sonra stabil düz yolda olan durum uzun yol giden olarak batıyor şehir içi kullanışta anlanmaz sadece sehir içinde rahatsızlık direksiyonun yolu acayip hissettirmesi direksşyon direk yola bağlı yüzden,01.10.2023
otobanda yamalı yerler olsun yada asffalt kalitesinin farklı noktalarda olsun yolda direksyonu farklı bir his veriyor yol yapısı ney se ben onu hissedeyim diiye araç buna özel yapılmış bazan diyorum direksyon yerinden çıkacak gidecek geliyor,01.10.2023
durumda bende var hocam diğer arkadaşlar der bilmiyorum tek elle kullanmak yüzden zor oluyor,01.10.2023
gecen hafta cheery omoda citroen corolla cross kullandım hiçbirinde böyle bir direksiyon husursuzluğu yok huzursuz direksiyon sendromu yaşıyoruz kullanımı torpülüyor istediği kadar baska şeyi iyi olsun kullanım hissi tatmin etmiyorsa,01.10.2023
benzer şeyleri bende yaşıyorum bütün araçlarda olan kronik problemler belli genel olarak güzel bir araba tarz şeyler yüzünden keyif kaçırıyor,01.10.2023
direksiyon sistemi cok eleştirilen zaten yoldaki engebelerle ufak oynamalar oluyor ancak cok sıkıntı yaratmadı ben direksiyon karakterine alıştım toplamda km ye yakın yapınca ister istemez alisiliyor tabi diğer arkadaşların yaşadığı sorunlar başıma gelmedi giulia nin direksiyonuna geçince tonale benzer bir his yaratmak istemişler platform la becerememisler düşündurtuyor bunun büyük nedeni gereğinden fazla hafif hissettirmesi limitlerini düşük sanıyorsunuz virajli yollarda ben epey zorladım araci baya iyi tutuyor oysaki,01.10.2023
bugün ilk yağmurlu havada kullandım aracımı bir kaç aşağıda fotoğrafını paylaştığım sarı uyarı ışıkları yandı bir süre sonra söndüler önce konuşulmuştu güneşe karşı gittiğimiz zaman sensör kamera birbirini tamamlamayınca uyarıyı veriyordu resime gitmek tıklayın bir sarı afs uyarısı karşılaştım anlık yanıp söndüğü fotoğraf çekemedim açıklaması far sistemi arızasıymış resime gitmek tıklayın araçları güvenli bizi anlık dalgınlığımızda korusun alıyoruz tam tersi olacak etliye sütlüye bulaştırmadan kullanacaksak işimiz var,01.10.2023
hocam çarpışma önleme sistemi iki farklı sensörden gelen bilgilere bakarak karar veriyor kameradan çarpışma yapıyor olduğunuz image processing algılanıyor sonra radar mesafe ölçümü yapılıp yakında bir cisim olup olmadığı teyit ediliyor iki sensörden çarpışma yapılmak üzere olduğu sonucu çıkarsa araç otomatik fren uyguluyor yağmur yağdığında şöyle sorunlar oluşuyor yağmur damlaları kamerayı kapattığı arabaları vs düzgün bir şekilde göremiyor yagmur damlaları kamerayı kapatmıyor olsa bile yağan yağmur görüntüyü bozuyor image processing sistemin sahnedeki araçları yüksek doğruluk oranıyla saptayabilmesi zorlaşıyor kullanılan radar sensörü kuvvetle muhtemel milimetre dalga boyludur savunma sanayiinde çalıştım tür bir sensör üzerinde sensörün yağmurlu havada mesafe ölçümü yapabilmesini beklerim ancak anladığım kadarıyla kamera verisi gittiği tek sensöre bağlı bir şekilde karar vermek istemiyor araba dolayısıyla çarpışma sistemini kapatıyor doğru olan uyarı verme olayını biraz abartmışlar tonalede ufak bir uyarıda bile bir şeyler bozuldu galiba diyorsun olması gerekeni yapıyor araba,01.10.2023
direksiyondaki eğriliğe servis yok diyor video çekmişler bi d direksiyonda hafif titreme tespit edilmiş rot balans ayrı ayrı istediler rot balans saat istediler bir şaka ankara oto münasebetimiz buraya kadarmış,30.09.2023
biraz titreşim arttı dedim onlar hissetmiş d rotu onlar balansı ben karşılayacağım ayrıca park sensörü ötmemesi arıza tespit yapılıyor günümü yediler gerçekten,30.09.2023
hocam ben ilk farkedince direksiyonu randevusuz gittim sola çekme direksiyon yamukluğu vardı rot yapıp direksiyonu düzelttiler sola çekme kaldı randevu verdiler gittim sola çekmeyi hallettiler sefer direksiyon yine yamulmuş şimdi tekrar geldim direksiyon yamukluğu dönüşlerde direksiyondan gelen gıcırtı titreşim artması sensör ötmemesi şikayetleriyle gittim sefer direksiyon düz diyorlar,30.09.2023
sensörler geçici hocam ötmedi yine kafasına göre takılıyorhafif titriyor benim gitmişken göstereyim dedim d,30.09.2023
alt takımı jantları sanayideki iyi ustalara göstermek lazım aydir fırsat bulamadım gitmek dhdeki bir arkadaş ankarada iyi bir balansci usta önermişti kaldı öyle park sensorunde ben sorun yaşamıştım dakika sonra düzelmişti takipteyim hocam,30.09.2023
tonalelerin çoğunda böyle sorun var diyorum yok tane geldi şimdiye kadar diyor senle ben herhalde onlar dbir benden habersiz test yapılmış ben orada beklerken dedim beraber çıkalım ustayla saat sonra anca olur diyor bana cumhurbaşkanı bana yoğunluğa bak,30.09.2023
servis şükür çözdü sorunlarımı vesileyle araba yıkanmışken ilana çıktım d sahibinden temiz alfa romeo tonale edizione speciale i̇lan no,30.09.2023
yakışıklı duruyor fotoğraflarda,30.09.2023
bence ısrarcı değilim satışta fiyat konusunda esnek olmayacağım talep olursa satarım jeep avenger gecikmeli gelecekmiş zaten bugün hyundai nın tr fiyatını açıkladı beğendim onu bulmak zor olacak cupralar araçlar olabilir,30.09.2023
uyguna tfsi sportback advanced araçlar var duruyor bence değerlendirilebilir gayet hayırlısı olsun artık,30.09.2023
merhaba aracınız hayırlı olsun frenleme esnasında tarif ettiğinizen benzer bir ses geliyor elektrik motoru rejenerasyon yaparken metal surtmesi sesler çıkarıyor düşük hizlarda belirgin oluyor hizlanirken elektrikli motor ses yapıyor ancak tarif ettiğinize benzer bir ses duymadım aklima ilk gelen batarya soğutma sisteminin pompası olabileceği motor sesi olmadığı klima motoru sesi belirgin oluyor yarin cam açıkken dikkatli dinleyeyim,30.09.2023
alfa romeo otokoç ankara yenimahalle bayiitonale phev tltonale mhev tlrenegade longitude tlrenegade limited tlhepsi hemen teslimyukarıda satış temsilcisi başka bir arkadaş kampanya epey yüksek fiyat yazmıştı bugün otokoç ankaradaki satış temsilcisinin whatsapp durumunda bunları gördüm,30.09.2023
belirttiginiz durumda ben su sıcaklığını takip etmeye başladım dinamik modda diger modellerde benzer mi bilmiyorum soğutma suyu sıcaklığı sürekli değişiyor hatta sıkıştırırken santigrat derecenin uzerine çıktı yi gördüm hemen servise gittim durumun normal olduğunu belirttiler gerçekten biraz araştırınca bmw markalarda derecelerde seyrediyormus motor suyu sıcaklığı genel olarak motor suyu sıcaklığı yerine yag sıcaklığınin gösterilmesinin nedeni buymuş vw grubu araclarda derecede sabit olduğu tedirgin etti modellerde su sıcaklığı kadar değişken mi merak ettim,30.09.2023
sizi ekledim,30.09.2023
arada ekstra bilgiler vereyim bakımı bakımı i̇ki bakımda bir buji değişimi oluyormuş tl ücreti büyük ihtimalle geçirmece bakım paketlerini bakım olacak şekilde şimdiden satın alabiliyorsunuz garanti uzatmada indirim varmış yıl garanti yıl garanti küsür tl dediler yıl uzatıma den fazla istemeleri beni biraz şaşırttı usul nedir bilmiyorum tabi,30.09.2023
autohold güzel bir özellikl dar yerlere özellikle iki araç arasına park ederken zorluyor sıkışık yerlerde kullanan efektif değilbundan önce sportage kullanıyordum autohold vatdı bir kere açmadım direk rampada bir milim geri kaydırmazdı dct sanzımandı,23.09.2023
düzelsin vallahi servise tatlı börek dağıtıcam benim umidim yok bir kere böyle sorun çıkınca araçlarda devam ediyor anlayan çıkmıyor kimsenin tahmin etmeyeceği kıl bir yerde sorun kimse çözemiyor aracın direksiyon sistemi sonuçta benim önem verdiğim yer rahatsız edici,23.09.2023
servisi gelmiş muhtemel güncelleme deyip cihaza bağlarlar geçer yazılımlar hala sıkıntılı benim aracımda sürekli bagaj posizyonu ayarlayın uyarısı kapıyı açısımda geliyır yaaışım gelis dediler yapıldı anacak servisten çıkmadan tekrar vrrdi son servise verdiğimde bursadan gelen uzmana sordum bunun gelen yazılım tırt çıkmış yenisi gelecek bekliyoru dediler,23.09.2023
böyle bir tasarım böyle bir motor böyle bir yol tutuş frenlemenin karşılığında direksiyon sorunları gerçekten kabul edilemez sürüş keyfini aşırı törpülüyor ben takıntı haline getirdim can sıkıcı oldu,23.09.2023
konuşulanlara bakıyorum aracını mutlu mesut kullanan bir ben kaldım herhalde,23.09.2023
jeep avenger mini tonale olmuş iç tasarımda aklımı çelmeye başladı bile resime gitmek tıklayın,23.09.2023
gözüme gayet dandik gözüktü benum renegadeden aşina olduğumuz ucuz direksiyon simidi silecek kolları havalandırma menfezleri tonaleyi satıp bunu alacağıma gider efendi formento alırım bana kalsa suv sevmiyor olduğum tonaleyi satsam alırım tercih meselesi tabii,23.09.2023
şimdilik ben memnunum teknolojik oyuncaklar mutlu ediyor beni ilgi çeken bir araba bakan bir bakıyor özellikler renkleri güzel herkes almak istiyor iş ciddiye gelince alfa romeoya pek yanaşan olmuyor,23.09.2023
valla yalan söyleyeyim ben memnunum ana kadartucsondan sonra ufak tefek aradığım şeyler var tabi öyle atla deve büyük kronik şeyler değilbiraz yazılım olgunlaşırsa bence oturaklı olacaktırtabi sorunu olan arkadaşları tenzih ederim onların durum farklı,23.09.2023
merhabaantalya birmot jeepalfa romeo maserati bayisinden ben ali kayatemsilcisi olduğum markalarla ilgili teknik bilgi satış konusunda size destek olmak isterimbu ayın kampanyalı araçlarını aşağıya ekliyorumtelefon romeo tonaleti ds dct fwd dizel donanımlı aracımızın kampanyalı tlveloce mhev fwd benzin mildhibrit aracımız kampanyalı tlveloce phev eawd plugin hibrit aracımızın kampanyalı tl resime gitmek tıklayın,23.09.2023
kampanya,23.09.2023
elektrikli tabi bi parantez açmak gerekirse bi neredeyse euro ucuz olacak tonale veloceden vergi diliminden ötürü almanya fiyatları neredeyse aynı euro civarı fark var aradaki farkı devletimiz cukkalıyor,23.09.2023
elektrikli olduğunu bilmiyordum fiat grubunun gse ailesi bir motoruyla piyasaya çıkan bir model olduğunu varsayarak yazmıştım elektrikliyse işler değişir beni aşar bir diyemem,23.09.2023
avenger modeli yanılmıyorsam peugeot aynı platform elektrikli modeline göre menzil motor özellikleri iyibenim ikinci araç incelediğim bir modeldi henüz türkiyede resmi satışları başlamadı yurtdışında epey ilgi görüyor megane etechteözellikleri açısından fena değil lansman fiyatı gelen araçlar hızla tükenmiş ekipman farkı bahanesiyle sarı sitede bin farkla satmayaçalışıyorlar,23.09.2023
kullandığım dizel phev model tonale ilgili benim bir şikayetim olmadıancak hangi oranda olursa olsun çözüme ulaşmayan sorunlar yaşayan kullanıcıların olması üzücüben phev modelle ilgili kullanım deneyimlerimi kmyi geçti önemli kısmını şehir içinde kullandım ortalama yakıt tüketimim km civarındabu tüketim eve dönüş yolunda yokuş yukarı çıkarken benzinli motorun devreye girdiği kısım ani gaz tepkileri nedeniylebeklendiği durkalk trafiğinde elektrik harcıyor dikkatli bir kullanımda sadece elektrikli modla kullanılması teorik olarakyakıt tüketiminin düşürülmesi mümküngenel olarak ortalama km kadar elektrik menzili alıyorum evim işyerim arası yaklaşık km i̇ki günde bir şarj ediyorumuzun yolda km tüketim değerleri elde ettim bataryanın tamamen bittiği durumda toyota hybrid modeller çalışıyor kalkışlarelektrikle sonrasında benzinli motor devreye giriyor sakin kullanımda yakıt tüketimi fena değil uzun düzlüklerin olduğu seyahatlerde esave moduylaşarjı etkin bir şekilde yapabiliyor yakıt tüketimine sabit hızlarda ciddi bir etkisi yok ancak aracın performansı hissedilir ölçüde düşüyor sabit hızlardagiderken kullanılabilir bir seçenekperformans açısından dip gaz yapıldığında gerçekten şaşırtıcı şekilde iyi hızlanıyor ancak kalkışlarda oranında gaza basıldığında önce elektrikli motorsonrasında benzinli motor desteği geliyor benzinli motor desteği artarken elektrik desteği düşüyor dinamik modda kabaca sistem böyle çalışıyor kısacaperformanslı kalkışlar dip gaza basmak gerekli durumda elektrik benzinli motor bütün gücünü veriyorotoban kullanımlarında ara hızlanmalarda vs elektrikli benzinli motor gayet etkin çalışıyor yormadan istenen hızlara çıkabiliyorbu süre zarfında aracın gördüğüm eksikliklerilastikler bridgestone turanza düzeyde bir araç yetersiz phev modellerde assymetric gelmiş iyi bir lastikeller serbest bagaj kapağı bazen ayakla otomatik olarak açılmıyor nedenini bilmiyorumaraçta ileri aisin tam otomatik şanzıman var biraz yavaş kalıyor giuliada yer alan ileri zf şanzıman kullanılsaymış değeri rahat altına benzinli motor doğal olarak sıcak çalışıyor motor yağı sıcaklığı genel kullanımda derecelerin üzerine kolay çıkabiliyorelektrikli kullanımda yelken modu rejenerasyon seviyesi bir seçenek olmaması saçma genelde rejenerasyon fren pedalı ileayarlanıyor araçta tek pedal kullanım mümkün değil,23.09.2023
merhaba hocam sarsıntı yazık var bilmeyen vuruntu bile sanabilir ben bir toyota hibritten geçtim onun geçişleri pürüzsüzdübu durumu teknik olarak açıklamışlardı elektrik motoru şanzımana entegreydi yanlış hatırlamıyorsam,30.09.2023
seyir halinde motoru kapatıp acarkenki sarsıntı hakkında şöyle bir gözlemim oldu shell fuel save yerine shell vpower aldığımda sarsıntının hissedilir derecede azaldığını fark ettim deponuzdaki yakıtı bitirdikten sonra vpower alıp bir deneyebilirsiniz akü olayını yaşayan tek kişi değilsiniz konuda konuşulmuştu baya bayinin aracı size teslim etmeden önce doğru bir şekilde kalibrasyon yapmamasından kaynaklı bir durum biliyorum konudaki eski mesajlara bir bakabilirsiniz,30.09.2023
teşekkür ederim,30.09.2023
aracımda temizlik yaparken bir farkettim gaz pedallarının olduğu bölümde koruma kapatıcak keçe türevi bir kapak yok herşey olduğu ortada fakat yolcu tarafında kapak var takmayı unuttular yoksa bütün araçlarda böyle merak ettim resimlerini ekledim iki tarafın görüntüsü böyle resime gitmek tıklayın resime gitmek tıklayın,30.09.2023
resime gitmek tıklayın resime gitmek tıklayın benim servisten aldığım paspaslar şekilde görünüyor bir özelliği yok şimdi alıcı gözle bakınca yan sanayi bir ürün,16.09.2023
soğutma suyu sıcaklığını göstermiyor bildiğim kadarıyla hararet uyarısı var sadece,16.09.2023
atacın rotlarının kollarının değişmesi kararı alındı yurtdışı sipariş ancak parça bekliyoruz gelince montaj test yapılacak bakalım olacak,23.09.2023
geçen haftalarda bi uzun yol yaptığımda dikkatimi çekmişti araba şehir içinde beklediğimden yaksa şehirler arası yolda biraz fazla yakıyor ankara afyon ankara yaptım görece sakin kullanımda ileri şanzımanlı hibrit versiyonun vites oranları uzun yolda yakmasına sebep oluyor olabilir aşağıda kaçıncı viteste kaç kms hız yaptığının grafiği var vites devirde kms devirde kms yapabiliyor önceki aracım manüel astra kda vites devirde yapıyordu golf manüelin vites oranları böyle biliyorum oranlar c segment araç olmamış bence maliyeti kısmak egea şanzımanı takmışlardır zaten bari dişli oranlarını değiştirseydiniz resime gitmek tıklayın kaynak,23.09.2023
soğutma suyu sıcaklığının göstergesini buldum sanırsam araç d modundayken göstergelerin ortasındaki ekranı değiştirdiğinizde g kuvveti ekranını bulabiliyorsunuz aşağıdaki fotoğrafta gördüğünüz su sıcaklığını görebiliyorsunuz resime gitmek tıklayın,23.09.2023
aracın gövdesinde titreme yok direksiyonda km sonra titreme bazende direksiyonu cevirince ses var aracın aksiyonu varmış şikayet gelen araçlarda önce direksyon körüklerien yağ basıyorlar bunu yaptılar anack benim araçta direk körük yerlerindeki pullarını değişiyorlar araçta işi kısımlarda titreme yok benim aklıma ilk akslarda geldi duayen kişi direk rotları değişeiim dedi rotlarda boşluk var bilmiyorum parça türkiyede yok direk yurtdışı siptariş gelince takıp test edecekler yine herhalde benim araçta onun dışındaki şikayetllerim var söför tarafı koltuk yükselik kısmın ordan gelen gıcırtı emniyet kemeri yükseklik ayar yerinden gelen tıkırtı arada rotlar değişince ayarlama yaparken direksyondaki sola derece yamukluğu söyledim bakalım düzelecek mi,23.09.2023
bunlar çözülmezse vazgeçcem araçtan muhtemelen elden cıkarıım,23.09.2023
dikkatimi çekti aracı sürekli auto hold açık kullanıyorsunuz ekranda gördümde ben ilk aldığımda arac alışamadım araç derece eğimi görmeyince yokuş kalkış devreye girip çalışmıyor bazen geriye kaçar oluyor auto hold kullanınca araç kalkışta tutuluyor zor kalkıyor hissi var birde vw grrubunda olduğu start stop sürekli aktif degil ayağını frenden çekince araç tekrar çalışıyor vw grubunda araç tam durunca araç duruyor gaza basınca çalışıyor araçta yok sordum servise böyle dediler ben bunun yerine kayma olma ihtimali olan yerlerde küçük eğimlerde el freni çekip öyle kaldırıyorum,23.09.2023
direksiyonu çevirince gelen ses direksiyon yamukluğu birçoğumuzda var sanırım yamukluk ben perşembe gününe randevu aldım bilgilendirme yaparım,23.09.2023
evet autohold sürekli açık önce seneye yakın leon kullanıcısıydım onda aynı şekilde autohold açıktı bunda şimdiye kadar sorun yaşamadım kalkışta hafif tutması normal el frenini devreden çıkarıyor start stop konusuna gelirsek leonda bindiğim zaman kapatıyordum direkt motor verimli bir özellik olmadığını düşünüyorum start stopun sıcak motoru kısa aralıklarda sürekli kapatıp açmak motora zarar verir düşüncesindeydim mutlaka bunu düşünmüşlerdir benim tercihim buydu tonalede start stop yok zaten mhev olduğu frene bastığımda batarya devreye giriyor benzin motorunu kapatıyor start stop tuşu yok bunda yüzden kaymasını istemiyorsanız autohold açık kullanmanızı tavsiye ederim benim işe yarar özelliklerden biridir,23.09.2023
açık hocam onu kapatıp açtım tekrar,23.09.2023
hocam sizin işlemler sorunu çözerse yazarsınız buraya ben takipteyimbendeki titreme sorunu direksiyon körüklerinden pullarından vs kaynaklanıyorsa yandık,23.09.2023
tekrar bakmadım hocam benim yan sensörler hata vermiştir kırmızı ışıkta öttüğünü hatırlıyorum hatta yanımdaki arabaya sövdüm fazla yanaşmış sonra içinde eve ulaştım zaten uzun sürmedi bugün bi kontrol edeyim,23.09.2023
benzer bir durum olmuştu bende ön kameraya güneş vurduktan sonra güneş geçse bir süre uyarı vermeye devam ediyor hani öyle bir durum olarak yorumlamıştım ben şahsen bir problemi yaşamadım,23.09.2023
benim aracım dizel bizde var start stop,23.09.2023
otonom sistemin ben biraz erken devreden çıktığını düşünüyorum ancak kullandığım iki tonale güneş vs nedenlerle park sensörü ilgili bir sorun yaşamadım sene denizli hayatımda görmediğim sıcak günler yaşadı bir bölge sadece güneşin altında uzun sure beklediği bir gün ekran isinma uyarısı verdi gerçekten inanılmaz sıcaktı,09.09.2023
fazla elektronik araçlarda yazılımla alakalı benzer sorunlar ortaya çıkabiliyor güncellemeler hızlı bir şekilde çözülüyor olmasi lazım alfa romeo son yılda sorunsuzluk anlamında epey yol kat etti kadar satan bir modelde küçük büyük hataya ciddiyetle yaklaşmaları gerekiyor yoksa yeni çıkan modelde çeşitli hatalarin ortaya çıkması zaten muhtemel bir durum bir abimin mercedes eqs aracinin işletim sistemi serviste yazılım güncellemesi sırasında göçtü sorunun çözülmesi tam iki hafta sürdü,09.09.2023
teknolojiyi istiyoruz haklı olarak malesef böyle yazılımsal sorunları açığa çıkarıyor durum gündür kullanıyorum gayet keyifli bir araçi̇lk yerden yüksek bir araç kullanıyorum alışması ister istemez zaman alacak multimedya gösterge ekranları gerçekten hızlı çalışıyor önce bahsedilen aracın direksiyonu biraz fazla hafif ayarlanabilir bir sertlik olsaydı tadından yenmezdiotonom sürüşü akşam deneyebildim şeridi ortalama öndeki aracı takibi konusunda başarılı bir performans sergiliyorgeri görüşteki kameranın görüntü kalitesi iyi olabilirdi kötü diyememkayıtlı radyo kanalları arasında geçiş olabilseydi güzel olurdu ben biraz kurcaladım bulamadımkolçak içi torpido içerisinde kaplama yok malesef i̇çerisine konulduğu zaman ses yapıyor ölçülerine göre kestirebilirsem kaplama yaptırmayı düşünüyorum,09.09.2023
merhabalar bugün aracı zincirlikuyu servise bıraktım yol testi yaptık titremeyi gördüler aracınız bir süre bizde kalsın inceleyelim dediler kontrol edecekler ön düzende şüphelendikeri yerler var sanırsam ben sıkıntıları kayda almıştım onları paylaştım kendileri detay gelince bilgi vereceğim inşaalha çözülür,16.09.2023
tlyekargo almıştım geçen hafta arkadaşım dün aldı tl bagaj havuzu yok içerisinde görselini atmış olduğunuz paspas türlerinden bir önceki aracımda kullanmıştım bana kaliteli gelmemiştialdıklarımın altlarına cırt yapıştırmışlar kayma ihtimali sıfır duruyor gün içerisinde gelecek denedikten sonra görsel yorum olarak bilgi verebilirim,16.09.2023
