review,date
araçlarımızın yapısı içten yanmalılara göre farklı olduğu uygun obdii protokolünü kullanmamız gerekiyor nedenle yapılmış iyi uygulama hakkında bilgi vermek istiyorum canze resime gitmek tıklayın canze renault zoenizden araç bilgisayarı ekranını kullanarak erişemediğiniz yararlı bilgileri okumanızı sağlayan bir android uygulamasıdıraracın canbusını arayüzlemek oradan bilgiyi almak talep etmek özel donanımlar bir bluetooth dongle kullanırbu uygulama sayesinde çekiş aküsünün sağlık durumunu hücrelerin voltaj değerini dtc hata kodları birçok bilgiye erişebiliyorsunuz resime gitmek tıklayın resime gitmek tıklayın programı kullanabilmek obd cihazını kullanamıyoruz maalesef aliexpressten bulabileceğiniz çipine sahip konnwei marka dongleı kullanmamızı öneriyor önerilen dongle resime gitmek tıklayın ben dongle ı aldım kendi aracımın batarya sağlığını olarak ölçtüm özellikle ikinci el alıp satarken batarya sağlığının bilinmesi önemli sonuçta ortada bir içten yanmalı motor olmadığı bakabileceğimiz önemli parça batarya,19.08.2023
bende sizin zoe aracımı yeni aldım evde şarj imkanı prizden gerçekleştiriyorum zoe ilgili bilgi paylaşımı yapan kaynaklar kısıtlı olduğu bulamadım yüzden bende sizin kendi aracımla ilgili gelişmeleri paylaşan bir insgtram sayfası açtım,26.08.2023
öncelikle hayırlı olsun hocam özellikle teknik konularda içerik sıkıntısı var türkiyede yabancı kaynaklardan araştırıyorum ben i̇nstagram sayfanızı paylaşırsanız buradan duyuralım arkadaşlara,26.08.2023
teşekkür ederim tabi paylaşıyorum renaultzoetr,26.08.2023
merhaba bende tariihinde model zoe satın aldım forumu takip ediyorum süreç içerisinde yaşadığım olumsuzlukları paylaşıyorum olacağım şuan yaşadığım tek problem bagaj kapağının aracın esneme hareketi gerçekleştirdiği sırada çıkardığı trim seslerini söyleyebilirim,02.09.2023
hayırlı olsun hocam dediğiniz sesleri fark etmedim biraz dikkatli dinleyeyim benim aracım model şubat sonunda aldım şimdilik memnunum özellikle yeni kasanın iç tasarımı donanımı dolu kaliteli,02.09.2023
arada ben aracı alır almaz ekran koruyucu aldım arkadaşlar dokunmatik hassasiyeti etkilenmedi,02.09.2023
merhaba intense aracımdan memnunum şimdilik kattan metre kablo uzatma kauçuk priz amper meşhur feyree şarj cihazı sarj ediyorum bazen bazen saatte akım koruma atıyor akım korumanın değerleri yeterli abi sorunu yaşayan çözümünde yardımcı olabilecek var mi,09.09.2023
evet kaçak akım atıyor kaçak akım a ma yağmur yagmazsa yarın feyree yi amper ayarlayıp deneyecegim,09.09.2023
normal ev prizi bence tek fazda değerleri yüksek sayaçtan gelen özel kalın kablolarla değerlere şarj istasyonları izin veriyor ev tesisatında kablo kesitleri kalın değil hatta ev tesisatınızı korumak adına düşüğe bile ayarlasanız sağlıklı olur düşünüyorum,09.09.2023
merhabalar renault maisin aracı muhtemelen maisin kiralık olarak kullandırdığı araçlardan benim aracım üstü modellerde çip krizi nedeniyle kablosuz şarjı kaldırmışlar modellerde var,09.09.2023
teşekkürler,09.09.2023
sanırım ilk renault marka bir araç kadar hoşuma gittitabi fiyatı görünce bize uzaktan bakmak düşüyor,23.09.2023
renaulta paralar verilmez,23.09.2023
ikisinde hybrid yazıyor ikisi şarj edilmiyor bin lira fark iyice kafa karışıklığı olmuş,23.09.2023
full hibrit saçma bir terim olmuş full elektrik olur benzin yoktur hibrit zaten karışık yakıt olan araçlara deniyor full karışık yakıt kadar saçma duruyor mi düşünmezler hepi topu kwh batarya günde km yaptıracak bir batarya değil günlük işe git gel full elektrikle dese neise onun plug in hibrit olması lazım zaten full degil demek hiçbir şeyi ayrıca mild hibrit olanın motoru silindir demiş ayrıntı vermemiş farklı motor kullanması bile saçma yeterince kaç kwh batarya var belli değil,23.09.2023
durun söylemeyin milyon tl edası tıkladım sefer sona bırakmamışlar fiyat listesini eh biraz hata payı tutturmuşum şimdiki aracımı aldığım alabilmem milyon ayda ödeyebilmeliyim bugünkü şartlarda imkansızdan öte sırf ana para aylık bin lira ediyor,23.09.2023
geriye bin lira kalıyor elimdeki aracın an kadar edeceği hakkında şüphelerim var ediyor olsa bile binfaizden oluşacak taksit aylık maaşın bin lira olması lazım,23.09.2023
