review,date
evet bugün aracım ye tekrar arızalandı busefer aküde aıkıntı oldu akü takviye yazpıldı araç aküyü şarj etmiyormuş ancak takviyeden sonra yürümedi gene servise gitti e power pişmanlıktır,16.09.2023
herkese selam araç ay sonu geliyor beşiktaş gerçekten alıyorum bir terslik olmazsa ancak yazılanlar korkutuyor verip dert almak istemem kafam karışık haftam var araştırmaya devam,23.09.2023
temmuzdan önce aldiysaniz odersiniz temmuz ayi icinde alirsaniz bayi öder,23.09.2023
merhaba arkadaşlarbu aracı aldığım gün tam ay oldu elektronik olarak sıkıntı yaşadım birinde ekran karardı ancak ses vardı ikincisinde sol aynam kapanmadı defalarca aracı kapatıp açmama rağmen düzelmedi yaklaşık yarım saat sonra denediğimde kendi kendine düzeldi esas önemli konu gelişmiş multimedia seçenekleri arabayı pazarlıyorlar ancak apple car play andoride auto desteği hariç bir yok arabada apple car play android auto var ancak arabada extra bir multimedia özelliği yok araçta nissan connect uygulamasını kullanamıyorsunuz moğalistanda bile desteklenirken türkiye desteğin dışında servis aracı satarken konuda bir bilgi vermiyor apple car play kullanabilecekleriniz zaten sınırlı sizde biliyorsunuz hazır büyük ekran varken web sayfası açayım bir şeye bakayım derseniz yok telefonumun ekranını yansıtayım telefondaki görüntüyü büyüteyim derseniz yok nissan connect üzerinden farklı uygulamarımı kullanayım derseniz yapamıyorsunuz kısacası telefonunuzdaki youtube uygulamasındaki müzikleri bluetooth bağlanarak dinlemek dışında pek bir yapamıyorsunuz evin arabası honda jazz inanılmaz bir multi media sistemi var araba otoparkta beklerken süperlig maçı bile seyredebiliyorum ancak nissan mümkün değil nissan connect türkiyede yok konuda bilgi alabilirmiyim sorduğumda benden şasi numaramı istiyor geri dönüş yok bir şekilde bilgide yok i̇ngiltere dahil japonyaya kadar konuda soru sordum konu hakkında tarafınıza geri dönüş yapılacaktır deniyor ancak geri dönüş yok kısacası türkiyede vergi ödemek istemediklerindenmidir nedir nissan connect uygulaması var denilerek satılan araçlar hizmeti sunmuyorlar arada app store nissan connect yazdığınızda bir çıkmıyor ancak alttaki bir link var türkçe ancak giriş yaptığınızda hesabınız etkinleştirilmiyor,23.09.2023
ben yaklaşık aydır platinum premium pack kullanıcısıyım mümkünse whatapp linki alabilir miyim gruba katılım,23.09.2023
araç yakıt konusunda beklentimi karşılamadı maalesef benzinli motor benzinli qashqai yi aynı performans kullandığımda aynı yakıt gidiyordum diğer aracıma göre tek avantajı yokuşu diri çıkması arada ben yüksek vergi oranı dava açtım gelişmeler konusunda bilgi veririm destek isteyen olursa bana dm ulaşabilir ötv ödenmesi gerekiyorken ödedik bir buna kdv ödedik ticaret bakanlığı araç elektrikli diyor iç işleri bakanlığı araç elektrikli diyor maliye ye geliyoruz araç benzinli muamalesi görüyor böyle iş olmaz,23.09.2023
ben link alırsam sevinirim,23.09.2023
açıkçası nissan e araç ekranlarına inanmıyorum konuda yaklaşık km lik bir mesafeye elektrik modunda gittim dönüşte batarya yeterli olmadığı benzin motoru çalışıp şarj etti kalan yakıt gidebileceğim mesafe birden km şeklinde eksildi elektrikli gittim benzinle dönüm git gel km bile yok kalan yakıt gidebileceğim mesafe birden düşsün kaşıkla verdiğini kepçeyle geri alıyor sınırı geçince bizden olmuş anlaşılan,23.09.2023
yeni kasa araç sahiplerini whatsapp grubumuza bekleriz,09.09.2023
araç uzun süre çalışmayınca oluyor hocam gün içersinde bir görüntü geldiğinde sorun yaşanmıyor ekran görüntüsü olmaması kameraları kullanamamak beni bazen olumsuz etkiliyor uzun süre çalıştırmayınca ekran siyahda kalıyor alttaki manuel tuş bölümü ses açma kapama tuşu dahil çalışmıyor sonra bir anda görüntü geliyor açıkcası bir ayarından dolayı diyorum yoksa ayıplı ürün aldım bilemedim videosunu yüklüyorum çözümünü bilen varsa arkadaşlar,16.09.2023
hocam geçtiğimiz günlerde ben yaşadım aynı sorunu aracı komple kapatıp dk sonra tekrar araca girdiğimde düzelmişti,16.09.2023
e pedalda araç bariz kendi frenini kullanıyor zaten ekrana araç resmi koydupunda arka fren lambalarının yandığı görseli görebilirsin b modunda sanırım motor freni var fren yanma sembolü çıkmıyor yine net bilen yanıtlayabilir,16.09.2023
aracınız hayırlı olsun i̇yi günlerde kullanınb vitesi dye göre sadece biraz yüksek geri kazanım sağlar freni bıraktığınızda yığılma hissi frenleme hissi biraz fazla olur yokuş aşağı inişler b modu uygundur ek olarak d viteste eco moda alırsanız sıfıra yakın motor freni yapar araç kendi akar gider frenleme hissetmezsinizepedal önce maksimum motor freni kazanç sağlanır yavaşlamaya yetmezse mekanik fren devreye girer araç kmh hıza kadar aracı yavaşlatır durdurmaz kmh altında devre dışı kalır yüksek hızlarda epedalı açarak yavaşlarsanız ilk aşamada tekerlekten bataryaya giden okların büyüdüğünü görürsünüz yüksek hızlarda ani fren yapınca görülebilir yüksek akım şarj anlamına geliyor bir süre sonra yavaşlama yeterli gelmezse araç mekanik frene geçer bunu ekrandaki geri kazanım ibresinin sıfıra gelmesinden anlayabilirsiniz epedal yavaşlarken fren pedalına biraz basarak mekanik frene geçildiği anı hissedebilirsiniz şehir içi dur kalk trafik epedal uygun olabilir önünüzde kırmızı ışıklar vardır ışığa kadar yavaşlamak kullanabilirsiniz ben seçeneği sık sık kullanıyorumfrene basıldığında kadarı geri kazanım olacak kadarı mekanik fren olacak kısmı boschun ibooster ürünü sağlanıyor kendi sayfasından videolarına bakarsanız fren mekanizmasının çalışma şekli anlaşılır olacaktır standartlara göre araç belirli ivmenin üzerinde yavaşlarsa fren ışığının yanması gerekiyor epedaldaki yavaşlama durumuna göre şart sağlandığında fren ışıkları yanıyor benzer şekilde adaptif hız sabitleyici yavaşlarken fren ışıklarının yandığını gözlemleyebilirsiniz,16.09.2023
cok teşekkürler,16.09.2023
quoteorijinalden alıntı kasa araç sahiplerini whatsapp grubumuza bekleriznasıl geleceğim gruba,16.09.2023
katılım linkini özel mesaj gönderdim,16.09.2023
temmuzdana önce alınan araçların mtv sini mi ödüyoruz sistemde ödenmemiş gözüküyor,16.09.2023
hocam bana link gönderir misiniz,16.09.2023
bayi ödüyor tescil tarihi itibariyle ay ödeme süresi var genelde son güne kadar bekletiyorlar,16.09.2023
continental ecocontact yaz lastiği geldi,16.09.2023
merhaba konuyu takip ediyoruz açtığımız davalar var ancak henüz qashqai xtrail özelinde sonuçlanan bi dava yok dava açarken kullanmış olduğumuz emsal danıştay kararı aynı sistemle çalışan başka bir araçla ilgili dolayısı şimdilik herhangi bir problem öngörmüyoruz,16.09.2023
aynı sistemle çalışan araçlar kazanılmış kaybedilmiş davalar mevcutdanıştay kararına rağmen özelden yazarsanız sebebiyle ilgili bilgi veririm danıştay kararının değişme ihtimalide yüksekavafc,16.09.2023
ben aydır epower kullanıyorum şükür herhangi bir sorun yaşamadım hatta arabayı alır almaz direkt uzun yola çıktım km yaptım bir haftada araç ilgili olarak yurt dışı forumlarıgrupları takip ediyorum sorun anlamında yoğun tekrar eden bir sorun göremedim sorun yaşayan illa olacaktır ancak bugüne kadar okuduğum sorun nissan tarafından çözülmüş önceki aracım model qashqaiydi skypack cvt onu yıl km civarı kullandım cam suyu eklemek dışında kaputunu açma ihtiyacım olmadı sadece bakımdan bakıma servise gittimdediğiniz epower yıldır olan bir teknoloji olmasına rağmen dünya genelinde yaygın olarak yeni kullanılmaya başlandı kendi adıma aracı tercih ederken bunun farkında olarak önceki sorunsuz nissan tecrübeme güvenerek aldım buradaki tercih tabi herkes kişisel olacaktırfiyat konusunda ocak ayında sıraya yazılmıştım kapora vererek nisan ayında aldım ayın içindeki ikinci güncelleme yapıldığı gün aradılar aracınız gelecek fiyat zamlı dediler azından liste fiyatından aldım diğer markalardan duyduklarımıza göre nissanı konuda takdir ediyorum benim görüştüğüm bayi baykoçlar süreçte şeffaf ilgili davrandı,09.09.2023
ben alırken nakit alım indirimini sorduğumda seçeneğin araç takas desteğinin yeni adı olduğunu belirtmişlerdi araç takası elimdeki araca oldukça düşük fiyat verdikleri düşünmedim,09.09.2023
aldık takasa araç verdiğimiz aracı normal değerinde almış olmuşlardı indirimle zaman söylenmişti herkese indirimi kullandırmıyoruz bizim dönemimizde tl idi şimdi tlye yükseltmişler,09.09.2023
yanlış bilmiyorsam pili altına düşürmeniz mümkün değil araç izin vermiyor dolayısıyla sorunuzu cevaplamak zornakit indirim konusu tamamen bayii alakalı ben aracı aldığım dönemde faizsiz ay vadeli kredi nakit indirimi vardı aracı aldığım bayii kredi kullanmama izin vermediği peşin ödememe rağmen nakit indirim vermedi kestikleri fatura bedeli nakit indirimsiz liste fiyatından düşük idi tlyi elden istediler aracı nakit peşin indirimsiz liste fiyatından aldım tam arabayı alacakken tl karttan çekeceğiz cam filmi vs yapacağız son anda ittirmeye çalıştılar orada artık film koptu bende gerekeni yaptım azından zoraki vermedim nissan genel merkezi durumdan elbette haberdar bayiler üzerinde tasarrufumuz yok diyerek konuyu kapatıyorlar azından bana şekilde bilgi verdilerdüzgün bayi elbette var örneğin i̇stanbul yüzbaşıoğlu aynı dönemde onlara sordum kredi kullandırıyoruz nakit indirim yapıyoruz krediyi dışarıdan kullanırsanız yine nakit indirimden faydalanabiliyorsunuz dediler bana ellerinde araç olmadığı oradan alamadım maalesef,09.09.2023
merhaba pili tamamen bitiremiyorsunuz pil arasında gidip geliyor altına düşmedi jeneratörün üzerine şarj ettiğine denk gelmedim sadece bir sefer kadar doldurdujeneratör sadece pili şarj değil doğrudan motora elektrik motorunu beslemek kullanılıyor uzun yolda kullanımda pil şarjı orta seviyelerde duruyor jeneratör doğrudan elektrik motorunu çeviriyor pil yıpranmamış oluyorgaza yüklendiğiniz an jeneratörün devri tabi sesi orantılı olarak artıyor araç hızlanıyor hızlanma hissi elektrikli araba ayağınızın altında performans zaman hazır araç hızlanacak beklerken bir anda oldu öyle diyorsunuz farkettirmeden hızlanıyor standart eco spor modlarla aracın sürüş karakteristiği baya değişiyor spor modda atik hale geliyorhız konusunda uzun yolda genelde sabit gittim anlık olarak hızlanma sollamalarda civarını gördüm teknik hız limiti zaten,09.09.2023
son zamanlarda dikkatimi çeken bir şeyi size sorayım sorun olup olmadığını anlamak adına ecallsos aktif olduğunda yanan yeşil ışık yolculuk esnasında zaman zaman sönüp sonra tekrar yanıyor bende es kaza farkettim servise sordum önce pilini değişelim deyip sipariş geçtiler sonra tekrar arayıp aracı hata var bilgisayara bağlayıp bakcağız dediler sonda böyle olması normal dediler benim pek aklıma yatmadı video ekliyorum üzerine düşeceğim gerekirse,09.09.2023
nissanconnect olan araçlarda sim var biliyorum türkiyede var emin değilim sim kart olmadan aranabiliyor sonuçta,09.09.2023
teslim alırken bizim ülkemizde ecall çalışmıyor degil mi sormuştumhayır çalışıyor söyle kullanıyorsunuz yi arıyorsunuz vb anlatmıştı danışmani̇şlevsel olduğu söylenmşti bana,09.09.2023
ben telefon sinyalinin zayıf olduğu yerlerde mi oluyor düşündüm ilk başta ancak bildiğiniz açık alanda köprü yolu tem otoban vb durumun tekrarladığını farkedince servise sorma ihtiyacı hissettim sos sisteminin bağımsız bir pilden enerji aldığını söylediler bana mantıklı bence kaza vb aracın elektrik sisteminin kullanılamadığı durumlarda bağlantı yapılabilmesi açısındantavan döşeme vs sökmeye gerek kalmıyor zor bir işlem değil dediler ancak rutin bir durum yanıp sönme hadisesi gerek yokönceki aracımda sos düğmesinin ışığı böyle yanıp sönmezdi gerçi torpido ışığı sürekli yanmıyordu araçta olduğu japon otomotivcilerin gerçekten değişik bir tarzı var anlamak güç,09.09.2023
dijital ekranlar uzun süre soğuk sıcağa maruz kaldığı zaman bunlara benzer geçici sorun yaşayabiliyorlar böyle bir durum var ona bakın öncelikle derim ben özellikle fazla ısı maruziyetine gelemiyorlaryaptırım konusuna gelince ispatlayabildiğiniz durumda sıkıntı yaşatırsınız elbette denetim yaptırım sıkı olmadıktan sonra muhattap olduğunuz kişikurumun ahlakı insafına kalıyorsunuz maalesefen fazla adınıza ruhsat çıktıktan sonra istedikleri ek ücretleri ödemezsiniz araç artık sizin sonuçta seve seve verecekler onun dışında fikri bilgisi olan varsa faydası dokunur tabi,09.09.2023
batarya ilgili gözlemlerimi paylaşmak isterimgünlük kullanımda jeneratör bataryayı sürekli arası şarj ediyor bandında gidip gelse güzel olur bunu ayarlayabilsek süper olurgenel anlamda uzun yolda jeneratörün kadar şarj etmesi mantıklı yol boyu oluşacak frenleme geri kazanımı batarya oldukça doluyor ona yer bırakmak anlamlı ancak altı kısa mesafe sürüşlerde anlamlı olmayabiliyor hatta yakıt tüketimini yüksek gösterebiliyor sadece elektrik gidilen sürüşün yakıt tüketimi olarak gösteriyor sanırım temsili bir değer nissanın yakıt tüketimi konusundaki istatistik değerlerini ilerleyen zamanda yazılım güncellemesi değiştirmesinigüncellemesini dilerim sadece elektrikli sürüş sonunda kwh tüketimi elektrik değerini görebilsek hoş olurözellikle b modunu epedalı uygun şekilde kullanınca geri kazanım oldukça yüksek olabiliyor açıkcası sürüş boyunca sürekli modlarla oynamayı seviyorum hafif yokuş yukarı giderken ev modu aç sayede benzin motorunun çalışmasına gerek kalmayabiliyor geç çalışıyor ışıklarda durmak yaklaşırken epedal dur hafif yokuş aşağı yolda b git düz akan yolda d eco modda d sıfır geri kazanım gitmek vb farklı yöntemleri kullanıyorumhatta bir dağ yolu inişinde uzun süre yaklaşık km boyunca b modunda yokuş aşağı indim bir yerden sonra batarya tamamen doluyor durumda frenleme oluşan enerji batarya fazla doldurulamayacağı aracın motor freni yaparak inmesi gerektiği jeneratör enerjiyi benzin motorunu çevirerek harcamaya başlıyor durum kullanma kılavuzunda belirtilmiş zaten batarya tam doluyken hala geri kazanım varsa benzin motoru çalışabilir ancak herhangi bir yakıt tüketimi olmaz diyor bir uzun süre geri kazanım çalıştığında koltuk altından ince bir vızıltı gelmeye başlıyor tahmin ediyorum inverter ısınıyor biraz d moduna alınca olmuyor sadece b modunda oluyorbir bugün araç p modunda iken kaputu incelemek açtığımda motor çalıştı araç ready konumda iken kaput açıldığında güvenlik sebebiyle motorun çalışacağı kılavuzda belirtilmiş zaten yalnız benzin motoru çalışınca jeneratör bataryayı doldurmaya başladı gelince durmadı kaput açık olduğu süre boyunca doldurmaya devam etti ben civarına kadar doldurdum kaputun kilidini kapattığınız an benzin motoru duruyor olurda bataryayı doldurma ihtiyacınız olursa yöntem kullanılabilir benim işime yarayacak açıkcası sabahları işe gitme mesafem yaklaşık km pil genelde civarı olduğu benzin motoru mecbur çalışıyor yöntemle akşam eve dönüşte biraz şarjla bir sonraki sabah sadece elektrikle gidebilirim yaklaşık yüzde bir harcama gidebiliyorum mesafeyitabi bataryanın sağlığı şarj durumunu araç otomatik yönetiyordur durum biraz dışarıdan müdahale oluyor bandını geçmedikçe geçilse bile bataryanın uzun süre seviyelerde bekletilmemesi durumunda problem olmaz düşünüyorum buraya kadar okuduğunuz teşekkürler selamlar,09.09.2023
teşekkürler evet benzin motoru çalışmadan gittim civarı bir batarya kaldıgüncellemeler serviste yapılıyor donanım yazılımla ilgili yapılması gereken acil geri çağırma vb bir durum varsa zaten servis size ulaşıyor ayrıca adresinden sorgulama yapabiliyorsunuz diğer türlü bakım vb sebeplerle servise gittiğinizde yazılım güncelleme işlemi varsa yapılıyorumarım navigasyon güncelleme ücretsiz olur nissan connect olan ülkelerde navigasyon güncelleme otomatik olarak yapılıyor maalesef bizde yok menüde usbden harita güncelleme var onun güncellemesi olur biter henüz bir fikrim yok aracı teslim alırken sordum harita güncelleme ücretsiz olacak dediler yine emin olamadım model qashqaide navigasyon güncelleme ücretliydi hafıza kartı satıyorlardı modelin navigasyonunu oldukça beğendim aktif kullanmayı düşünüyorum üstelik aracın yakıt tüketimine uygun şekilde güzergah belirleyebiliyor,09.09.2023
merhabalar aracın ötv sinin fazla alındığı ilgili bir konu vardı bununla ilgili takip eden var birde whatsapp grubuna girebiliriz,09.09.2023
evet yanıyor,09.09.2023
söyledkileriniz nissanconnect yapılabiliyor bildiğim kadarıyla belli türkiyede bulunmuyor zamanında bmw connected drive iptal edilmişti serverları yurt içinde olmayan hizmetleri btk kapatmıştı sene önce onun ilgili olsa gerek,09.09.2023
kadar para verbagimsiz süspansiyon yok yarı bağimsiz torsiyon cubugu var ucuz benzinlide bagimsiz süspansiyon vsr,09.09.2023
hayırlı olsunne kadara anlaştınız,09.09.2023
merhaba arkadaşlar telefonuna niisan connect app indirirebilen varmı ben maalesef yükleyemedim indiremedim zaten apple store gözükmüyor,09.09.2023
türkiyede geçerli değil biliyorum aşağıdaki sitede tr görünmüyor ben yine herhangi bir tanesinden üye olmayı denedim ancak şase numarası girdiğimde desteklenmiyor uyarısı veriyor,09.09.2023
bayi tarafından dayatılan bir zorlamaya teslim olmadım sadece pesin alımda indirimi alamadımm nissan türkiyenin utancı olsunnnn utanmazlarrrrr,09.09.2023
beğenerek kullandığım aracımı km satmak zorunda kaldım alan kişi kullanıcı aracın hakkını vereceğini düşündüğüm insanlardı uyguna verdiğim mutluyum elektriğe geçiş müthiş bir araç bence qasqhai epower pp tesla model y nin gelmesini bekliyorum artık keyifli sürüşler forumlar dilerim,09.09.2023
jeneratörün sesi kullanma klavuzunda belirtilmiş normal olduğu pili şarj ettiği kısa dönemlerde ses geliyor zamanla geçiyor elektriğin sessizliğine yeniden kavuşuyorsunuz,09.09.2023
gelen zamdan bende anlaştığım epower skypck satıcı aradi istkuzey indimli hali tl oldu dedi zaten fiat sabitlemeyoktubu forumu okuduktan sonra almaktan vazgeçtim pazartesi gidip kaporayi alayım diyorum epower biraz vakit geçsin kendini geliştirsin diyorum kadar paraya sonra sorunlar satın almayalım sizler nedersinizsagolun,09.09.2023
cevabınız teşekkürler yeni aracınız hayırlı olsun i̇yi günlerde kullanın tesla satışının başladığı gün nissan aramıştı beni qashqai epower sıranız geldi tesla aklımı çeldi biraz ancak epower devam etmeye karar verdimmotor sesi ilgili olarak dediğiniz kılavuzda zaten normal motor sesinden farklı olarak jeneratör sesine benzer sesten bahsedildiğini gördüm özellikle sabahları ses biraz çıkıyor önden arka egzos tarafından motor ısınınca azalıyorbelki ortamın aracın sessizliğinden dolayı belirgin oluyor zaten dışarıdan duyuluyor aracın yalıtımı iyi içeriden kadar duyulmuyor,09.09.2023
karakaşları övüyorlar dinlediğim gördüğüm yetkin ilgili onlarmış türkiyede,02.09.2023
sivas oflazlardan aldım aracı cuma günü saat aradılar değişim yapacağız dediler gelişmeleri detayları burada yazacağım,02.09.2023
sistemin çalışması propilotun aktif olması gerekiyordetayı burada yazıyor,02.09.2023
yok çözüm bulamadılar servisin aracı tanıdığını düşünmüyorum bende kendilerine aynısı söyledim ölçüm yapacaklarını falan söylediler,02.09.2023
hocam merhaba ben borovalıyı kullanıyorum artkıy kötü deneyimler yaşadık üzerine para verseler gitmeyeceğim bir servis aracınızı seviyorsanız önünden bile geçmeyin derim,02.09.2023
merhabaperşembe e power qashqai aldık bayiden yola çıktık olsa beğenirsiniz kornamız çalmıyor kadar şaşkınım aynızamanda bir toyota kullanıcısıyım toyota servisi basit bir hikayemi anlatim arabayı aldım sene sonra kapı çıtalarım rengi solmuş dedim adamlar sene sonra ücretsiz değiştirdiler nissan türkiye bayiler servisler acaip kendilerini bir sanıyorlar uzun yola tatile çıktım bugün döneceğim yarın nissan bayisini ayağa kaldıracam görecekler nissan mio verdim ayıp midemi bulandırma,02.09.2023
resime gitmek tıklayın bugün ayarları bir kaç sefer ingilizce türkçe yaptıktan sonra müdahale seçeneğini açabildim menü türkçe iken açıldı i̇lk başta ingilizce yapınca aktif edememiştim bir kaç deneme sonrası açılabildi,02.09.2023
yabancı link var jeneratörde değişikliğe gidildiğinden yeni tipinin üretildiğinden bahsedilmiş anlaşılan ilk seri arabalar sorun çıkartacak iyileştirme üretim bandında hangi tarihten sonraki araçlarda düzeltildi,02.09.2023
gün bayi tarafından arandım aracın değişimi nissan türkiye tarafından kabul edilmiş araca yaptırdığım kaplama cam filmi masraflarını karşılayacaklarmış,02.09.2023
sorunun kaynağı ilgili bilgi verdiler mideğişim yapmaları güzel kronik durum var,02.09.2023
sorun ilgili bilgi vermediler direk dava açmış olmamdan kaynaklı değişim yaptıklarını düşünmekteyim,02.09.2023
merhaba haftadır kullanıyorum ortalama yakıt tüketimini görüyoruz,02.09.2023
yol bilgisayarı bölümüne geldiğinizde ok tuşuna basarak tane veri görebilirsiniz kadar kullanım kılavuzunda şöyle yazsa ok düğmesine basarak sıfırlamadan i̇tibaren çalıştırmadan i̇tibaren yakıt doldurma arasında geçiş yapabilirsiniz sıfırlamadan i̇tibaren düğmesine saniyeden fazla sıfırlama sayfası görünene kadar basılarak manuel olarak sıfırlanabilir çalıştırmadan i̇tibaren güç düğmesi kapatıldıktan dakika sonra sıfırlanır ayrıca düğmesine saniyeden uzun süre sıfırlama sayfası görünene kadar basılarak manuel olarak sıfırlanabilir yakıt doldurma yakıt ikmali sırasında araç hızı kmh üzerinde olduğunda araç m fazla yol kat ettiğinde otomatik olarak sıfırlanacaktır ayrıca ok düğmesine saniyeden uzun süre sıfırlama sayfası görünene kadar basılarak manuel olarak sıfırlanabilirsıfırlamadan itibaren çalıştırmadan itibaren şeklinde bir ibare yok otomatik sıfırlama söz konusu değil ben ilk ekranı aklıma gelirse araca binince sıfırlayıp gün sürüşteki tüketimime bakıyorum aracı kapatınca bir özet ekranında tüketim rejenerasyon verisi geliyor aradai̇kinci tüketim verisine dokunmadım sıfırlamayı düşünmüyorum aracın uzun dönem tüketim verilerini görmek kullanıyorum depo doldurmadan doldurmaya bakabileceğiniz ekran ayriyeten var zaten sonuncu tercihotomatik sıfırlamanın yolunu bulmuş olan varsa paylaşırsa mutlu olurum,09.09.2023
bayi yakıt alınca sıfırlanıyor demişti,09.09.2023
hayır kabloyla bağlanmıyorum telefonu sefer restart ettim çözüm olmadı forumlarda araçla ilgili olmasa benzer şeyleri yaşayanlar var,26.08.2023
apple reddit forumlarında falan gördüm hocam bakalım çözülür ilerde,26.08.2023
hayır android auto kablolu car play kablosuz olarak çalışıyor,26.08.2023
editt,26.08.2023
svet arkadaşlar ilk kan döküldü e power aracım arıza lambasını yaktı egüç sistemi arızası kapatma sonrası yeniden başlatılamıyor uyarı çıkardı problem nedir tam bilmiyorum ancak yarın çekiciyle servise gidecek araç kmde bakalım diyecekler onun dışında kablosuz apple carplay carlinkit aldım muazzam çalışıyor araç çalışıp vitese takıp gaza basana kadar ekran gelmiş oluyor,02.09.2023
geçmiş olsun umarım önemli yoktur,02.09.2023
selam hocamyakıt verisi konusunda ben benzer şeyleri yaşıyorum türkçe ingilizce farketmiyor son sürüşü göstermiyor ikisi aynı datayı gösteriyor hangisini sıfırlayacağımı emin olmadığımdan dokunmadım kitapçık ikisi manuel reset diyorsa toplam tüketim çalıştırıldığında manuel resetlemeli zaten son benzin aldıktan sonraki şeklinde kullanılabilir son sürüş sonrası araç kapanırken ayrıca grafikli bir tüketim görünüyor ekrandan çabuk kayboluyorakıllı şerit takip türkçe kullanıyorum çalışıyor adaptif hız ı kullandınız kı bilmiyorum bir sefer kullandıktan sonra şerit takibi tekrar deneyin gözden kaçan bir ayar olabilir bilemiyorum,02.09.2023
hocam geçmiş olsun sorun neymiş öğrendiniz mi,02.09.2023
benim bahsettiğim akıılı şerit takipten ziyade kör nokta sekmesi altındaki müdahele seçeneği idi intelligent blind spot intervention şeklinde tanıtıyor nissan zannedersem araç ekranını türkçe kullanırken kör nokta sekmesi altında müdahele seçeneği mevcuttu fakat açik konumuna getirmeme izin vermiyordu menüyü ingilizceye çevirdikten sonra izin verdi sadece bana has bir durum olmuştur,02.09.2023
